customerID,tenure,MonthlyCharges,Contract,InternetService,Churn,NumServices,ContractMonths,uplift_X_T_MonthToMonth,Churn_Probability,Risk_Level,segment
1427-VERSM,56,98.7,Month-to-month,Fiber optic,0,4,1,-0.1438067950500712,0.2536157548215512,Low,Sleeping Dog
9801-NOSHQ,23,19.8,One year,No,0,0,12,0.2905612171599642,0.01549977336905959,Low,Sure Thing
6339-YPSAH,9,73.8,Month-to-month,Fiber optic,0,1,1,-0.1667465279908943,0.1611053762510982,Low,Sleeping Dog
3621-CEOVK,14,100.2,Month-to-month,Fiber optic,1,3,1,-0.1451353854304868,0.005500875415516496,Low,Sleeping Dog
6906-ANDWJ,15,74.9,Month-to-month,Fiber optic,1,0,1,-0.1835252186563282,0.19467803529377078,Low,Sleeping Dog
2159-TURXX,5,20.05,Month-to-month,No,0,0,1,0.2794055859435885,0.8272646379957074,High,Persuadable
1548-FEHVL,61,106.2,Month-to-month,Fiber optic,0,4,1,-0.141609609172363,0.0027383412991175454,Low,Sleeping Dog
3795-CAWEX,70,116.55,Two year,Fiber optic,0,6,24,-0.2389415814402401,0.07485997782015968,Low,Sleeping Dog
6215-NQCPY,15,99.7,Month-to-month,Fiber optic,0,3,1,-0.1451353854304868,0.5746236217720591,Medium,Lost Cause
5647-URDKA,8,19.7,Two year,No,0,0,24,0.2854741032504064,0.4388474519870813,Medium,Persuadable
2229-DPMBI,8,19.5,Two year,No,0,0,24,0.2854741032504064,0.0025527135843221834,Low,Sure Thing
9626-WEQRM,4,29.15,Month-to-month,DSL,0,1,1,-0.1312142553031221,0.03484566524515106,Low,Sleeping Dog
2188-SXWVT,34,55.0,One year,DSL,0,2,12,-0.0207796884077924,0.0037559384716418878,Low,Sleeping Dog
6258-PVZWJ,68,90.8,Two year,DSL,0,6,24,-0.068941026666363,0.8858009297183429,High,Lost Cause
1094-BKOSX,45,51.0,One year,DSL,0,4,12,-0.0207796884077924,0.16240487172151297,Low,Sleeping Dog
6969-MVBAI,9,90.1,Month-to-month,Fiber optic,0,2,1,-0.1947171429797015,0.019944681696261478,Low,Sleeping Dog
2978-XXSOG,22,59.05,Month-to-month,DSL,0,2,1,-0.0355468546682681,0.07818994496902117,Low,Sleeping Dog
2342-CKIAO,2,20.3,Month-to-month,No,0,0,1,0.2794055859435885,0.007936118245986053,Low,Sure Thing
6953-PBDIN,70,72.95,Two year,DSL,0,4,24,-0.0058707732104566,0.05008715004238489,Low,Sleeping Dog
3898-BSJYF,10,73.55,One year,DSL,0,4,12,-0.1667465279908943,0.3564333913040511,Medium,Lost Cause
3938-YFPXD,72,84.3,Two year,DSL,0,5,24,-0.0787568857699125,0.017981476152655534,Low,Sleeping Dog
7696-AMHOD,49,78.0,One year,DSL,0,4,12,-0.1709447216399699,0.4325121825233386,Medium,Lost Cause
2453-SAFNS,54,72.1,One year,DSL,0,3,12,-0.1506303264311971,0.0033158984359912325,Low,Sleeping Dog
9558-IHEZX,71,106.75,Two year,Fiber optic,0,5,24,0.2081905560646327,0.003741151372032125,Low,Sure Thing
9617-UDPEU,22,19.25,One year,No,0,0,12,0.2905612171599642,0.004794273835548005,Low,Sure Thing
6340-DACFT,50,20.55,Two year,No,0,0,24,0.3014756659550562,0.052244520203020645,Low,Sure Thing
4955-VCWBI,43,20.0,One year,No,0,0,12,0.3107736621735916,0.005131461987599583,Low,Sure Thing
6813-GZQCG,45,24.65,Two year,No,0,0,24,0.3248477833408759,0.20954604778319,Low,Sure Thing
7426-GSWPO,64,103.5,Month-to-month,Fiber optic,0,4,1,-0.1812382690737652,0.09148673022060173,Low,Sleeping Dog
3389-KTRXV,23,23.85,Two year,No,0,0,24,0.3046353383272485,0.21757913441375562,Low,Sure Thing
3118-UHVVQ,68,25.8,Two year,No,0,0,24,0.3200147580072676,0.03520610062752364,Low,Sure Thing
1031-IIDEO,1,70.85,Month-to-month,Fiber optic,1,0,1,-0.5765863015622662,0.002198151125902723,Low,Sleeping Dog
5832-XKAES,2,69.8,Month-to-month,Fiber optic,1,0,1,-0.0896779329829589,0.850550410630997,High,Lost Cause
3205-MXZRA,26,59.45,One year,DSL,0,2,12,-0.0602841278450226,0.09956535326934912,Low,Sleeping Dog
4701-AHWMW,55,54.55,Month-to-month,DSL,1,4,1,-0.0358899569397253,0.24912013776462275,Low,Sleeping Dog
8317-BVKSO,14,20.05,Month-to-month,No,0,0,1,0.2940007085510896,0.8006931054332905,High,Persuadable
5702-KVQRD,71,82.55,Two year,DSL,0,5,24,-0.0753079971339067,0.23973236769005637,Low,Sleeping Dog
0083-PIVIK,64,81.25,One year,DSL,0,5,12,-0.1392562601674915,0.0674173935583217,Low,Sleeping Dog
9210-IAHGH,7,70.75,Month-to-month,DSL,1,3,1,-0.156218419364147,0.7839423510081799,High,Lost Cause
6169-PGNCD,57,74.3,Two year,DSL,0,5,24,-0.1336049279106783,0.01652848923818631,Low,Sleeping Dog
0023-XUOPT,13,94.1,Month-to-month,Fiber optic,1,3,1,-0.1461505384888911,0.102469168796452,Low,Sleeping Dog
4592-IWTJI,3,29.7,Month-to-month,DSL,1,1,1,0.1190156775806143,0.015252470809729983,Low,Sure Thing
4909-JOUPP,72,109.7,Two year,Fiber optic,0,5,24,0.1447181982699941,0.0035297804381321644,Low,Sure Thing
4657-FWVFY,40,96.35,Month-to-month,Fiber optic,0,3,1,-0.1368767362146653,0.004136833306314629,Low,Sleeping Dog
2257-BOVXD,14,66.6,Month-to-month,DSL,0,2,1,-0.0464221368511466,0.9450320489874003,High,Lost Cause
7729-JTEEC,2,44.5,Month-to-month,DSL,0,0,1,-0.0847859362721762,0.020435808253322127,Low,Sleeping Dog
7632-MNYOY,66,110.9,One year,Fiber optic,1,5,12,0.1901461917788578,0.296916762996911,Low,Sure Thing
6518-LGAOV,38,105.0,Month-to-month,Fiber optic,1,4,1,-0.1048142373253005,0.5739647849148757,Medium,Lost Cause
7242-QZLXF,1,25.3,Month-to-month,DSL,1,0,1,0.2921349411193263,0.07686796894116109,Low,Sure Thing
4576-CSAJH,22,55.15,One year,DSL,1,2,12,-0.0409921334214198,0.916917843253783,High,Lost Cause
1000-AJSLD,1,20.1,Month-to-month,No,1,0,1,0.278060819952042,0.8425319552407743,High,Persuadable
9696-RMYBA,5,80.1,Month-to-month,Fiber optic,0,1,1,-0.1400916380007072,0.6424663161534097,High,Lost Cause
8690-UPCZI,29,69.05,One year,DSL,0,3,12,-0.155418884173906,0.002429862229920699,Low,Sleeping Dog
1062-LHZOD,1,69.9,Month-to-month,Fiber optic,1,0,1,-0.4028498447391783,0.4280960557891232,Medium,Lost Cause
9770-LXDBK,3,20.4,Month-to-month,No,0,0,1,0.2934797071108728,0.10649253697496251,Low,Sure Thing
4086-WITJG,71,19.7,Two year,No,0,0,24,0.3059406368399833,0.8505871935140772,High,Persuadable
8344-WFMFH,9,50.1,Month-to-month,DSL,0,1,1,-0.0549774751715577,0.024994607145690555,Low,Sleeping Dog
9600-NAXZN,43,101.4,Month-to-month,Fiber optic,1,3,1,-0.151671804207969,0.11109679910951199,Low,Sleeping Dog
8822-KNBHV,48,83.45,One year,DSL,0,5,12,-0.2277823858023674,0.8521237066869315,High,Lost Cause
8404-FYDIB,26,86.65,Month-to-month,Fiber optic,0,2,1,-0.1764191017473991,0.590678564640946,Medium,Lost Cause
2791-SFVEW,9,20.15,Month-to-month,No,0,0,1,0.2854741032504064,0.05396456770355129,Low,Sure Thing
6457-USBER,1,80.8,Month-to-month,Fiber optic,1,1,1,-0.332014788873508,0.7948058686959185,High,Lost Cause
6762-NSODU,46,19.4,Two year,No,0,0,24,0.3107736621735916,0.11285527280063033,Low,Sure Thing
4662-EKDPQ,2,62.05,Month-to-month,DSL,1,1,1,0.0130287779335258,0.0008945473357711786,Low,Sure Thing
9248-OJYKK,1,76.45,Month-to-month,Fiber optic,1,0,1,-0.3364827905478125,0.04640897746384961,Low,Sleeping Dog
9888-ZCUMM,64,60.05,Two year,DSL,0,5,24,-0.0297304680122547,0.4826377620811671,Medium,Lost Cause
3398-FSHON,12,91.3,Month-to-month,Fiber optic,1,2,1,-0.0811574860521896,0.0008181429655000099,Low,Sleeping Dog
3319-DWOEP,6,95.75,Month-to-month,Fiber optic,1,3,1,-0.2022162943279775,0.0016220571849101227,Low,Sleeping Dog
1074-WVEVG,59,20.35,One year,No,0,0,12,0.3014756659550562,0.023448840026855173,Low,Sure Thing
9979-RGMZT,7,94.05,One year,Fiber optic,0,3,12,-0.1947171429797015,0.014626993038254155,Low,Sleeping Dog
6437-UDQJM,72,84.1,Two year,DSL,0,5,24,-0.086809657610901,0.5751094651871492,Medium,Lost Cause
1226-IENZN,16,78.75,Month-to-month,Fiber optic,0,1,1,-0.1835252186563282,0.5965777989830622,Medium,Lost Cause
2108-GLPQB,25,55.55,Month-to-month,DSL,0,1,1,-0.0657294065981742,0.7139947395746304,High,Lost Cause
9259-PACGQ,34,62.65,Month-to-month,DSL,1,3,1,0.0121829286915625,0.011492011646277946,Low,Sure Thing
4415-IJZTP,1,74.5,Month-to-month,Fiber optic,1,0,1,-1.013743571944793,0.013073907003649085,Low,Sleeping Dog
1465-VINDH,10,102.1,Month-to-month,Fiber optic,1,4,1,-0.406716191287876,0.24564110444111362,Low,Sleeping Dog
5474-LAMUQ,24,20.1,One year,No,0,0,12,0.2658239439832097,0.005595625340790516,Low,Sure Thing
3468-DRVQJ,10,70.3,One year,DSL,0,3,12,-0.3825550589213438,0.13128866934261044,Low,Sleeping Dog
1122-YJBCS,69,53.65,One year,DSL,0,2,12,-0.0039716109486135,0.6463658023716065,High,Lost Cause
4990-ALDGW,57,20.75,Two year,No,0,0,24,0.3014756659550562,0.049887969391688276,Low,Sure Thing
4816-OKWNX,50,103.4,One year,Fiber optic,0,5,12,-0.2235060519926404,0.8779191958794609,High,Lost Cause
3315-IKYZQ,28,50.8,One year,DSL,0,4,12,-0.0657294065981742,0.7602525382061711,High,Lost Cause
2810-FTLEM,16,50.15,Month-to-month,DSL,1,1,1,-0.0496075958682099,0.032206049740470075,Low,Sleeping Dog
4747-LCAQL,25,79.0,Month-to-month,DSL,0,5,1,-0.2007841712984188,0.012449490199747512,Low,Sleeping Dog
3411-WLRSQ,3,74.6,Month-to-month,Fiber optic,0,1,1,0.2406723688928903,0.13184986863398723,Low,Sure Thing
0898-XCGTF,61,96.5,One year,Fiber optic,0,2,12,-0.1403884410482239,0.03277828043197143,Low,Sleeping Dog
8006-PYCSW,2,20.1,Month-to-month,No,0,0,1,0.2794055859435885,0.24296312343046544,Low,Sure Thing
8249-THVEC,51,19.4,One year,No,0,0,12,0.2874015447877719,0.007792426716195931,Low,Sure Thing
8722-PRFDV,71,77.55,Two year,DSL,0,4,24,-0.0797759988082112,0.05035260732793607,Low,Sleeping Dog
2164-SOQXL,20,20.05,Month-to-month,No,0,0,1,0.2905612171599642,0.15096821229404309,Low,Sure Thing
4020-KIUDI,6,19.85,Month-to-month,No,0,0,1,0.2854741032504064,0.27777319901396874,Low,Sure Thing
5850-BDWCY,6,20.2,Month-to-month,No,0,0,1,0.2854741032504064,0.0034424300118458275,Low,Sure Thing
2038-YSEZE,29,67.45,Month-to-month,DSL,0,3,1,-0.0636810894932372,0.005602148711725319,Low,Sleeping Dog
0827-ITJPH,36,18.55,Two year,No,0,0,24,0.3274518221114808,0.10236361258936177,Low,Sure Thing
8799-OXZMD,28,29.75,Month-to-month,DSL,0,1,1,0.2282549092445679,0.3020560506617382,Medium,Persuadable
1925-TIBLE,7,86.5,Month-to-month,Fiber optic,1,1,1,-0.1968089416703295,0.6612887390828547,High,Lost Cause
1705-GUHPV,63,24.2,Two year,No,0,0,24,0.3020515521325539,0.14978266057656028,Low,Sure Thing
4779-ZGICK,48,23.55,Two year,No,0,0,24,0.3014756659550562,0.06132303640581232,Low,Sure Thing
0048-PIHNL,49,20.45,One year,No,0,0,12,0.3014756659550562,0.28787530084535934,Low,Sure Thing
0818-OCPZO,27,81.45,Month-to-month,Fiber optic,1,1,1,-0.1963161696241143,0.3639208472268772,Medium,Lost Cause
3967-KXAPS,72,92.3,Two year,DSL,0,6,24,-0.068941026666363,0.09914512151008305,Low,Sleeping Dog
1447-GIQMR,1,69.15,Month-to-month,Fiber optic,1,0,1,-0.4028498447391783,0.07262389785564367,Low,Sleeping Dog
3704-IEAXF,72,53.65,Two year,DSL,0,4,24,-0.0039716109486135,0.4894078378534175,Medium,Lost Cause
6810-VCAEX,47,39.65,One year,DSL,0,3,12,-0.0982252299922637,0.015138840953076724,Low,Sleeping Dog
0674-EYYZV,1,54.65,Month-to-month,DSL,0,1,1,0.0599551303353236,0.01939827587699904,Low,Sure Thing
4480-MBMLB,36,104.8,One year,Fiber optic,0,4,12,-0.1048142373253005,0.16401732387651136,Low,Sleeping Dog
1395-OFUWC,43,29.3,Month-to-month,DSL,0,1,1,-0.099846179073119,0.1697662537713985,Low,Sleeping Dog
0822-QGCXA,27,83.85,Month-to-month,DSL,0,5,1,-0.1841431621603205,0.0425836476249076,Low,Sleeping Dog
0872-NXJYS,9,79.55,Month-to-month,Fiber optic,1,1,1,-0.1844270962853715,0.030965288807010452,Low,Sleeping Dog
2832-KJCRD,38,103.65,Month-to-month,Fiber optic,0,4,1,-0.2083957834607075,0.08553077941191216,Low,Sleeping Dog
3588-WSTTJ,35,99.05,Month-to-month,Fiber optic,0,3,1,-0.1714568798264736,0.19797145237607575,Low,Sleeping Dog
4075-WKNIU,0,73.35,Two year,DSL,0,4,24,-0.9278426556689646,0.7488518474325122,High,Lost Cause
5090-EMGTC,59,100.05,Two year,Fiber optic,0,4,24,-0.1434727003399177,0.010612402278152487,Low,Sleeping Dog
2346-CZYIL,27,20.35,Two year,No,0,0,24,0.279898065150494,0.25125633607516634,Low,Sure Thing
3798-EPWRR,2,43.95,Month-to-month,DSL,0,0,1,-0.0459809793985765,0.011301796495798122,Low,Sleeping Dog
6258-NGCNG,7,23.5,Month-to-month,No,0,0,1,0.2995482244176907,0.42629385501814165,Medium,Persuadable
4186-ZBUEW,36,70.7,One year,DSL,0,3,12,-0.1231577745125081,0.008533371508716739,Low,Sleeping Dog
5274-XHAKY,41,94.3,Month-to-month,Fiber optic,0,3,1,-0.1293775848663892,0.800352125415735,High,Lost Cause
1442-BQPVU,13,29.15,Month-to-month,DSL,0,1,1,-0.1166191326956209,0.006693840729833304,Low,Sleeping Dog
3978-YNKDD,19,20.85,Two year,No,0,0,24,0.3080748297183739,0.3070516530583109,Medium,Persuadable
4940-KHCWD,60,37.7,Two year,DSL,0,3,24,-0.1127596123466988,0.9547674436311876,High,Lost Cause
9412-ARGBX,48,95.5,Two year,Fiber optic,1,4,24,-0.1519870047465982,0.00671621012793784,Low,Sleeping Dog
1389-CXMLU,3,91.05,Month-to-month,Fiber optic,1,2,1,0.0239380469780943,0.8789876760219545,High,Persuadable
9589-ABEPT,69,92.45,Two year,Fiber optic,0,3,24,-0.068941026666363,0.006988782954958869,Low,Sleeping Dog
9388-ZEYVT,43,44.15,One year,DSL,0,3,12,-0.0565745860395085,0.7439818473295695,High,Lost Cause
0305-SQECB,11,36.05,One year,DSL,0,2,12,-0.1203680629181135,0.029540006841802347,Low,Sleeping Dog
7605-SNLQG,45,50.25,Month-to-month,DSL,0,1,1,-0.0328346422457079,0.5775586885792924,Medium,Lost Cause
4670-TABXH,72,109.75,Two year,Fiber optic,0,5,24,0.1527709701109826,0.09717981030030738,Low,Sure Thing
5561-NWEVX,2,79.2,Month-to-month,Fiber optic,1,1,1,-0.0287629992868477,0.020972158588321892,Low,Sleeping Dog
0064-SUDOG,12,20.3,Two year,No,0,0,24,0.2971134563466525,0.25669340692402165,Low,Sure Thing
8561-NMTBD,67,112.35,One year,Fiber optic,0,5,12,-0.2559536700040597,0.08320832952390615,Low,Sleeping Dog
5161-XEUVX,37,94.3,Two year,Fiber optic,0,3,24,-0.1293775848663892,0.06044066560357499,Low,Sleeping Dog
8292-FRFZQ,39,41.15,One year,DSL,0,3,12,-0.1507321285203929,0.008601564736563658,Low,Sleeping Dog
8591-NXRCV,41,74.65,Month-to-month,DSL,0,4,1,-0.0308394675647164,0.020370895643923012,Low,Sleeping Dog
7895-VONWT,25,48.25,Month-to-month,DSL,0,3,1,-0.1015243042298903,0.035605204718575305,Low,Sleeping Dog
4526-RMTLL,8,76.15,Two year,DSL,0,4,24,-0.188895097959676,0.42360418802343697,Medium,Lost Cause
6253-GNHWH,71,71.1,Two year,DSL,0,4,24,-0.0470993202126823,0.009192415911825094,Low,Sleeping Dog
4566-NECEV,5,96.55,Month-to-month,Fiber optic,0,3,1,0.0229154979075771,0.02170597181560502,Low,Sure Thing
8080-POTJR,30,79.3,One year,DSL,0,4,12,-0.2007841712984188,0.0016228274063340828,Low,Sleeping Dog
6906-MPARY,40,89.6,One year,Fiber optic,0,3,12,-0.1293775848663892,0.6484632662303441,High,Lost Cause
3662-FXJFO,54,20.5,Two year,No,0,0,24,0.3014756659550562,0.02122608746141257,Low,Sure Thing
8107-RZLNV,72,106.3,Two year,Fiber optic,0,4,24,-0.1294532223786254,0.05190633233773334,Low,Sleeping Dog
0516-OOHAR,28,100.35,One year,Fiber optic,0,4,12,-0.1733121499983667,0.04764722762249502,Low,Sleeping Dog
2027-CWDNU,18,85.6,Month-to-month,Fiber optic,0,2,1,-0.1482423371795192,0.006254960512865904,Low,Sleeping Dog
2737-WFVYW,2,45.25,Month-to-month,DSL,1,2,1,-0.0847859362721762,0.08263818554554823,Low,Sleeping Dog
9912-OMZDS,59,106.15,One year,Fiber optic,0,4,12,-0.1532081728707372,0.1151066437593415,Low,Sleeping Dog
3733-ZEECP,22,51.1,Month-to-month,DSL,0,1,1,-0.0409921334214198,0.14601134080819417,Low,Sleeping Dog
7878-RTCZG,1,19.9,Month-to-month,No,0,0,1,0.278060819952042,0.011206672163747678,Low,Sure Thing
2452-MRMZF,72,25.7,Two year,No,0,0,24,0.3006528447605652,0.001075461095630223,Low,Sure Thing
2272-QAGFO,14,74.3,Month-to-month,Fiber optic,1,0,1,-0.1618073210268361,0.8087999241678894,High,Lost Cause
7103-IPXPJ,50,99.4,One year,Fiber optic,0,3,12,-0.1434727003399177,0.7413457261887161,High,Lost Cause
4342-HFXWS,48,69.7,One year,DSL,0,4,12,-0.125579434515457,0.02176511326051281,Low,Sleeping Dog
3545-CNWRG,49,98.35,Month-to-month,Fiber optic,0,3,1,-0.1519870047465982,0.1788357722097128,Low,Sleeping Dog
1785-BPHTP,28,85.45,Month-to-month,Fiber optic,0,2,1,-0.1764191017473991,0.011596381210780202,Low,Sleeping Dog
4989-LIXVT,68,95.9,Month-to-month,Fiber optic,0,3,1,-0.0844929498556276,0.00648677256646657,Low,Sleeping Dog
7315-WYOAW,13,100.75,Month-to-month,Fiber optic,0,3,1,-0.3744090786825209,0.09731043291338053,Low,Sleeping Dog
1173-XZPYF,11,89.2,Month-to-month,Fiber optic,0,2,1,-0.1515204177922389,0.8150157669624895,High,Lost Cause
9850-OWRHQ,3,74.1,Month-to-month,Fiber optic,1,0,1,-0.0692940297079543,0.005401804285015531,Low,Sleeping Dog
3768-NLUBH,57,100.6,Month-to-month,Fiber optic,1,3,1,-0.0102178902052046,0.2874577464526748,Low,Sleeping Dog
8676-TRMJS,3,75.0,Month-to-month,Fiber optic,1,0,1,-0.0623776027790588,0.07291413705250852,Low,Sleeping Dog
2509-TFPJU,72,25.75,Two year,No,0,0,24,0.3087056166015536,0.5708437530525188,Medium,Persuadable
9530-GRMJG,70,84.1,Two year,DSL,0,5,24,-0.0787568857699125,0.011543612958397115,Low,Sleeping Dog
6898-RBTLU,49,79.3,Two year,DSL,0,4,24,-0.1709447216399699,0.30216097325628094,Medium,Lost Cause
5481-NTDOH,67,107.05,One year,Fiber optic,0,4,12,-0.1084252839902004,0.023032860043268877,Low,Sleeping Dog
2068-WWXQZ,46,20.05,Two year,No,0,0,24,0.3107736621735916,0.7211789219902819,High,Persuadable
7359-SSBJK,64,70.2,Two year,DSL,1,4,24,0.3032980091118978,0.2571650477485074,Low,Sure Thing
2061-VVFST,37,19.5,Month-to-month,No,0,0,1,0.3107736621735916,0.6625594447830617,High,Persuadable
0685-MLYYM,2,70.75,Month-to-month,Fiber optic,1,0,1,-0.1023665415119428,0.0011484242645447274,Low,Sleeping Dog
0749-IRGQE,13,45.3,Month-to-month,DSL,0,2,1,-0.0733475396620104,0.5893575624391997,Medium,Lost Cause
2380-DAMQP,72,115.15,Two year,Fiber optic,0,6,24,-0.2389415814402401,0.009615011417788661,Low,Sleeping Dog
2256-YLYLP,68,72.95,Two year,DSL,0,4,24,-0.0058707732104566,0.12722479804170828,Low,Sleeping Dog
1272-ILHFG,15,19.65,One year,No,0,0,12,0.2940007085510896,0.0006147888980019149,Low,Sure Thing
0164-XAIRP,24,19.55,Two year,No,0,0,24,0.2658239439832097,0.006881918460270936,Low,Sure Thing
5666-CYCYZ,24,89.55,Month-to-month,Fiber optic,0,2,1,-0.174327303056771,0.43907683065487396,Medium,Lost Cause
4011-ARPHK,27,50.35,Month-to-month,DSL,0,1,1,-0.0777843604360898,0.13577468487982583,Low,Sleeping Dog
8182-PNAGI,12,50.25,Month-to-month,DSL,1,1,1,-0.0433381220753116,0.012686320486843546,Low,Sleeping Dog
6365-HITVU,71,87.25,Two year,DSL,0,6,24,-0.0710328253569911,0.478860611506728,Medium,Lost Cause
7558-IMLMT,67,20.8,Two year,No,0,0,24,0.3020515521325539,0.00794542022934681,Low,Sure Thing
9488-FYQAU,63,109.25,Two year,Fiber optic,0,5,24,0.0377385481177483,0.0292072111074832,Low,Sure Thing
3590-TCXTB,1,20.35,Month-to-month,No,0,0,1,0.2921349411193263,0.005788011369175348,Low,Sure Thing
6994-KERXL,4,55.9,Month-to-month,DSL,0,1,1,-0.0712380671221021,0.687756227617243,High,Lost Cause
7957-RYHQD,40,79.2,Month-to-month,Fiber optic,1,2,1,-0.1989289011265257,0.4991698184543658,Medium,Lost Cause
2180-DXNEG,12,96.0,Month-to-month,Fiber optic,1,3,1,-0.0886566374004657,0.7181585585878697,High,Lost Cause
1960-UOTYM,52,79.2,Two year,DSL,0,5,24,-0.1553228255401703,0.03347779193210795,Low,Sleeping Dog
2740-JFBOK,10,24.0,Month-to-month,No,0,0,1,0.2995482244176907,0.023221479140143067,Low,Sure Thing
6500-JVEGC,68,101.35,One year,Fiber optic,0,4,12,-0.0912352460079429,0.7564792843032991,High,Lost Cause
5515-AKOAJ,54,100.1,Month-to-month,Fiber optic,1,3,1,-0.1434727003399177,0.03274579071591554,Low,Sleeping Dog
8976-OQHGT,4,56.5,Month-to-month,DSL,1,2,1,0.0024631046097613,0.24792996941994483,Low,Sure Thing
5245-VDBUR,52,35.45,One year,DSL,0,2,12,-0.1133354985241966,0.773982646243228,High,Lost Cause
6230-BSUXY,1,85.0,Month-to-month,Fiber optic,1,2,1,-0.2826046176096241,0.6104767703943988,High,Lost Cause
8469-SNFFH,70,79.4,One year,DSL,0,5,12,-0.0753079971339067,0.5696875751375681,Medium,Lost Cause
2144-ESWKO,43,35.2,One year,DSL,0,2,12,-0.0982252299922637,0.010180879893642398,Low,Sleeping Dog
1241-FPMOF,52,19.65,Two year,No,0,0,24,0.2874015447877719,0.4496274141822503,Medium,Persuadable
9928-BZVLZ,12,49.85,Two year,DSL,0,4,24,-0.0433381220753116,0.341860921237885,Medium,Lost Cause
4114-QMKVN,56,68.75,One year,DSL,0,3,12,-0.1099575384156574,0.18998723739877443,Low,Sleeping Dog
2775-SEFEE,0,61.9,Two year,DSL,0,3,24,0.1219749469093096,0.17716965924559377,Low,Sure Thing
9003-CPATH,42,79.9,Month-to-month,Fiber optic,0,1,1,-0.1513664514337325,0.003868590409330677,Low,Sleeping Dog
1754-GKYPY,22,89.75,Month-to-month,Fiber optic,0,2,1,-0.1495900298800166,0.08955356510114854,Low,Sleeping Dog
5294-CDGWY,51,59.3,One year,DSL,1,5,12,-0.0304446781865736,0.05839411078064982,Low,Sleeping Dog
7956-XQWGU,27,19.4,Month-to-month,No,0,0,1,0.2658239439832097,0.28764174454637015,Low,Sure Thing
1591-MQJTP,51,93.65,One year,Fiber optic,0,3,12,-0.1724720328848779,0.4754489622912499,Medium,Lost Cause
5295-PCJOO,4,49.4,Month-to-month,DSL,1,1,1,-0.0610459924783757,0.9500854686986996,High,Lost Cause
2369-FEVNO,1,19.9,Month-to-month,No,0,0,1,0.278060819952042,0.0011933207854814827,Low,Sure Thing
9863-JZAIC,35,55.0,Month-to-month,DSL,1,1,1,-0.0207796884077924,0.016567030830258955,Low,Sleeping Dog
7471-MQPOS,71,72.9,One year,DSL,0,4,12,-0.0139235450514451,0.9169391672780719,High,Lost Cause
7660-HDPJV,1,69.2,Month-to-month,Fiber optic,1,0,1,-0.4028498447391783,0.1142913632390622,Low,Sleeping Dog
5115-SQAAU,69,25.6,Two year,No,0,0,24,0.3200147580072676,0.34525829154116244,Medium,Persuadable
9845-QOMAD,14,19.75,One year,No,0,0,12,0.2940007085510896,0.005050444578777949,Low,Sure Thing
7672-VFMXZ,57,55.7,Month-to-month,DSL,0,2,1,-0.0581369854213673,0.03396299192517249,Low,Sleeping Dog
9739-JLPQJ,72,117.5,Two year,Fiber optic,0,6,24,-0.2389415814402401,0.2515698877505623,Low,Sleeping Dog
9916-AYHTC,48,19.85,Two year,No,0,0,24,0.2874015447877719,0.06578575749496425,Low,Sure Thing
3855-ONCAR,4,78.9,Month-to-month,Fiber optic,0,1,1,-0.1445596396750117,0.04627403805897659,Low,Sleeping Dog
1488-SYSFC,31,20.65,Month-to-month,No,0,0,1,0.3734155772901217,0.0245091581307541,Low,Sure Thing
7931-PXHFC,38,62.3,One year,DSL,1,3,12,0.0121829286915625,0.09373171950225279,Low,Sure Thing
3990-QYKBE,37,92.5,Month-to-month,Fiber optic,1,2,1,-0.1724720328848779,0.7484088394682747,High,Lost Cause
0970-QXPXW,1,19.65,Month-to-month,No,0,0,1,0.278060819952042,0.13838837086560332,Low,Sure Thing
3259-KNMRR,57,79.75,Two year,DSL,0,4,24,-0.1788390033524216,0.8712493306507042,High,Lost Cause
6120-RJKLU,62,79.95,Two year,DSL,0,5,24,-0.1085870409469906,0.008092585233064171,Low,Sleeping Dog
9572-WUKSB,3,29.9,Month-to-month,DSL,0,1,1,-0.1606671470949813,0.04320846834537991,Low,Sleeping Dog
5893-KCLGT,72,19.75,Two year,No,0,0,24,0.2946314954342693,0.923801187583302,High,Persuadable
0076-LVEPS,29,45.0,Month-to-month,DSL,0,4,1,-0.1015243042298903,0.08985011131976688,Low,Sleeping Dog
3640-JQGJG,13,44.8,Month-to-month,DSL,0,0,1,-0.0733475396620104,0.13547337732439807,Low,Sleeping Dog
4919-MOAVT,3,69.65,Month-to-month,Fiber optic,1,0,1,-0.0896779329829589,0.7511586480167685,High,Lost Cause
1596-OQSPS,11,51.1,Month-to-month,DSL,0,1,1,-0.0429225213336422,0.6463511250430641,High,Lost Cause
9867-XOBQA,21,53.15,Two year,DSL,0,5,24,-0.0409921334214198,0.35544432540297083,Medium,Lost Cause
9546-KDTRB,19,24.7,Month-to-month,No,0,0,1,0.3080748297183739,0.9366888205432139,High,Persuadable
3090-HAWSU,61,111.6,Two year,Fiber optic,1,5,24,-0.2559536700040597,0.0035087458174287447,Low,Sleeping Dog
9820-RMCQV,11,48.55,Month-to-month,DSL,1,1,1,-0.0787174189653582,0.8736609775255584,High,Lost Cause
3174-RKMOW,35,109.95,Month-to-month,Fiber optic,0,5,1,0.0304300203414161,0.1071454687256439,Low,Sure Thing
1760-CAZHT,25,20.8,Month-to-month,No,0,0,1,0.279898065150494,0.6530675095089795,High,Persuadable
7839-QRKXN,1,20.2,Month-to-month,No,1,0,1,0.278060819952042,0.4132372633128319,Medium,Persuadable
